"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2018","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","26,450,000",""
"SURVEY","2018","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,862,700",""
"SURVEY","2017","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","25,950,000",""
"SURVEY","2017","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,808,200",""
"SURVEY","2016","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","25,450,000",""
"SURVEY","2016","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,612,700",""
"SURVEY","2015","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","24,650,000",""
"SURVEY","2015","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,436,700",""
"SURVEY","2014","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","24,200,000",""
"SURVEY","2014","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,322,000",""
"SURVEY","2013","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","24,400,000",""
"SURVEY","2013","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,230,000",""
"SURVEY","2012","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","25,100,000",""
"SURVEY","2012","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,369,000",""
"SURVEY","2011","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","25,700,000",""
"SURVEY","2011","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,657,200",""
"SURVEY","2010","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","25,900,000",""
"SURVEY","2010","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,839,800",""
"SURVEY","2009","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","26,100,000",""
"SURVEY","2009","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,839,000",""
"SURVEY","2008","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","26,300,000",""
"SURVEY","2008","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,857,500",""
"SURVEY","2007","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","26,700,000",""
"SURVEY","2007","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,058,700",""
"SURVEY","2006","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","26,900,000",""
"SURVEY","2006","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,115,700",""
"SURVEY","2005","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","27,000,000",""
"SURVEY","2005","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,106,100",""
"SURVEY","2004","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","27,200,000",""
"SURVEY","2004","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,060,400",""
"SURVEY","2003","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","27,500,000",""
"SURVEY","2003","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,092,800",""
"SURVEY","2002","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","27,900,000",""
"SURVEY","2002","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,323,700",""
"SURVEY","2001","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","28,100,000",""
"SURVEY","2001","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,200,400",""
"SURVEY","2000","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","28,400,000",""
"SURVEY","2000","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,230,600",""
"SURVEY","1999","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","28,500,000",""
"SURVEY","1999","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,296,400",""
"SURVEY","1998","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","28,500,000",""
"SURVEY","1998","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,312,100",""
"SURVEY","1997","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","28,600,000",""
"SURVEY","1997","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,360,900",""
"SURVEY","1996","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","29,300,000",""
"SURVEY","1996","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,523,000",""
"SURVEY","1995","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","29,500,000",""
"SURVEY","1995","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,763,700",""
"SURVEY","1994","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","29,300,000",""
"SURVEY","1994","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,804,500",""
"SURVEY","1993","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","28,800,000",""
"SURVEY","1993","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,569,200",""
"SURVEY","1992","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","28,500,000",""
"SURVEY","1992","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,433,000",""
"SURVEY","1991","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","28,400,000",""
"SURVEY","1991","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,183,200",""
"SURVEY","1990","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","28,200,000",""
"SURVEY","1990","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,413,300",""
"SURVEY","1989","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","28,300,000",""
"SURVEY","1989","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,516,900",""
"SURVEY","1988","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","28,100,000",""
"SURVEY","1988","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","11,217,900",""
"SURVEY","1987","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","28,750,000",""
"SURVEY","1987","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","11,402,000",""
"SURVEY","1986","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","29,450,000",""
"SURVEY","1986","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","11,732,000",""
"SURVEY","1985","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","29,350,000",""
"SURVEY","1985","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","11,700,000",""
"SURVEY","1984","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","30,400,000",""
"SURVEY","1984","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","12,070,000",""
"SURVEY","1983","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","31,150,000",""
"SURVEY","1983","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","12,735,000",""
"SURVEY","1982","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","31,161,000",""
"SURVEY","1982","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","13,039,000",""
"SURVEY","1981","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","31,713,000",""
"SURVEY","1981","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","12,953,000",""
"SURVEY","1980","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","32,131,000",""
"SURVEY","1980","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","12,807,000",""
"SURVEY","1979","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","29,775,000",""
"SURVEY","1979","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","12,821,000",""
"SURVEY","1978","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","31,023,000",""
"SURVEY","1978","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","12,795,000",""
"SURVEY","1977","JAN THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","33,500,000",""
"SURVEY","1977","JUL THRU DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","12,431,000",""
