"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1998","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, INCL CALVES - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","41,698,894,000",""
"SURVEY","1997","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, INCL CALVES - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","41,110,640,000",""
"SURVEY","1996","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, INCL CALVES - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","40,883,614,000",""
"SURVEY","1995","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, INCL CALVES - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","42,533,734,000",""
"SURVEY","1994","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, INCL CALVES - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","41,572,867,000",""
"SURVEY","1993","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, INCL CALVES - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","41,139,670,000",""
"SURVEY","1992","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, INCL CALVES - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","40,252,994,000",""
"SURVEY","1991","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, INCL CALVES - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","39,763,734,000",""
"SURVEY","1990","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, INCL CALVES - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","39,201,973,000",""
"SURVEY","1989","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, INCL CALVES - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","38,850,457,000",""
"SURVEY","1988","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, INCL CALVES - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","39,713,866,000",""
